function	Fl_1	Fl_10	Fl_11	Fl_12	Fl_13	Fl_14	Fl_15	Fl_16	Fl_17	Fl_18	Fl_19	Fl_2	Fl_3	Fl_4	Fl_5	Fl_6	Fl_7	Fl_8	Fl_9	Fl_Arg_1	Fl_Arg_10	Fl_Arg_11	Fl_Arg_12	Fl_Arg_13	Fl_Arg_14	Fl_Arg_15	Fl_Arg_16	Fl_Arg_17	Fl_Arg_18	Fl_Arg_19	Fl_Arg_2	Fl_Arg_3	Fl_Arg_4	Fl_Arg_5	Fl_Arg_6	Fl_Arg_7	Fl_Arg_8	Fl_Arg_9
K02092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02103	0.0	37.0	226.0	129.0	0.0	173.0	319.0	24.0	79.0	174.0	154.25	231.0	58.0	0.0	55.0	170.0	91.0	157.0	55.0	0.0	60.0	40.0	0.0	250.0	0.0	0.0	49.0	72.0	97.0	77.0	1.0	353.0	2.0	0.0	104.25	0.0	35.0	66.0
K02106	765.0	505.0	429.0	926.0	682.0	3567.0	673.0	1068.0	331.0	841.0	622.0	419.25	326.0	1057.0	754.0	937.0	401.0	141.0	625.0	766.0	624.0	59.0	219.0	2759.0	409.0	357.0	540.0	76.0	2134.0	244.0	155.5	788.0	502.0	250.0	307.0	212.0	286.0	219.0
K02107	955.0	1530.0	1503.67	1907.0	584.0	5206.34	741.0	1380.0	1003.3299999999999	1840.33	915.0	2101.92	871.0	1521.67	882.0	2222.0	986.0	1901.0	735.0	817.0	958.0	787.5	809.0	3456.33	438.0	763.0	846.0	722.6700000000001	1805.0	1173.0	458.0	1930.0	467.0	955.0	1000.0	1216.0	1622.0	222.0
K02108	14348.92	17704.05	14312.67	15478.66	14522.829999999998	65348.59	15374.67	15375.97	12795.92	15991.220000000001	14094.34	15706.349999999999	12941.92	22497.989999999998	15227.76	14094.55	14559.17	13823.93	15249.2	19161.43	16953.98	20610.83	17544.510000000002	23654.75	9598.5	18774.41	22292.21	10485.2	29670.68	16050.42	15263.34	15525.449999999999	13287.47	21923.33	15422.68	20699.92	24392.09	13231.0
K02109	15243.92	18148.05	15165.67	15702.66	14690.829999999998	66282.09	15981.67	15896.97	13356.92	16566.22	14924.84	16719.35	13572.92	23314.989999999998	15502.76	14260.55	14872.17	15078.93	15711.7	19605.93	18357.980000000003	20800.83	17749.510000000002	24521.75	10095.5	19488.41	23101.21	10827.7	30475.68	16731.42	15585.34	16379.449999999999	13517.47	22188.33	15958.68	21031.92	26604.59	13293.0
K02110	14348.92	17704.05	14312.67	15478.66	14522.829999999998	65348.59	15374.67	15375.97	12795.92	15991.220000000001	14094.34	15706.349999999999	12941.92	22497.989999999998	15227.76	14094.55	14559.17	13823.93	15249.2	19169.93	16966.98	20610.83	17544.510000000002	23654.75	9598.5	18774.41	22292.21	10485.2	29670.68	16050.42	15263.34	15525.449999999999	13287.47	21923.33	15422.68	20699.92	24392.09	13231.0
K02111	14870.92	18477.05	14416.67	16404.66	14522.829999999998	65836.59	15637.67	15991.97	13270.92	16308.220000000001	14784.34	15993.349999999999	13460.92	22848.989999999998	15514.76	14295.55	15364.17	13979.93	15603.2	19281.93	17560.98	21562.83	17887.510000000002	23817.75	9693.5	19345.41	23701.21	10937.2	30509.68	16674.42	15800.34	16184.449999999999	13722.47	22990.33	15700.68	21535.92	24931.09	13231.0
K02112	14348.92	17704.05	14312.67	15478.66	14522.829999999998	65348.59	15374.67	15375.97	12795.92	15991.220000000001	14094.34	15706.349999999999	12941.92	22497.989999999998	15227.76	14094.55	14559.17	13823.93	15249.2	19169.93	16959.98	20610.83	17544.510000000002	23654.75	9598.5	18774.41	22292.21	10477.2	29670.68	16050.42	15261.84	15525.449999999999	13287.47	21923.33	15402.68	20699.92	24392.09	13231.0
K02113	14181.42	17568.55	14157.67	15218.16	14451.829999999998	65030.59	15303.17	15157.97	12778.17	15787.720000000001	13945.09	15511.849999999999	12868.42	22461.489999999998	15128.76	14045.55	14415.67	13814.93	15066.2	18921.43	16897.98	20610.83	17507.510000000002	23159.75	9579.5	18757.91	22284.21	10417.2	29637.18	16028.42	15263.34	15401.449999999999	13115.47	21903.33	15376.93	20627.92	24302.09	13213.0
K02114	15432.92	21215.05	15835.67	17605.66	15318.829999999998	81763.59	19111.67	18053.97	14767.92	18410.22	15808.34	17519.35	15474.92	25030.989999999998	18583.760000000002	16022.55	17524.17	16128.93	15949.2	21134.43	18398.980000000003	24567.83	21355.510000000002	26291.75	10167.5	23083.41	26413.21	11857.2	36858.68	19686.42	20618.34	17778.449999999997	15282.47	26504.33	19443.68	27561.92	27526.09	18405.0
K02115	14348.92	17704.05	14312.67	15478.66	14522.829999999998	65348.59	15374.67	15375.97	12795.92	15991.220000000001	14094.34	15706.349999999999	12941.92	22497.989999999998	15227.76	14094.55	14559.17	13823.93	15249.2	19161.43	16953.98	20610.83	17544.510000000002	23654.75	9598.5	18774.41	22292.21	10485.2	29670.68	16050.42	15263.34	15525.449999999999	13287.47	21923.33	15422.68	20699.92	24392.09	13231.0
K02116	1266.0	3349.0	3410.0	1247.0	5170.0	13926.0	1035.0	1798.2	2378.0	1473.0	1565.0	386.25	1938.0	5840.0	5036.0	1833.0	1620.0	266.0	4156.0	1473.0	5517.1	4160.0	2804.0	2117.0	3015.0	1716.0	5567.0	1094.0	2282.0	2686.0	1941.5	233.0	4017.0	5586.0	1761.0	1646.0	1904.0	1781.0
K02117	2911.17	4477.0	4602.34	4479.0	2467.5	19365.18	3309.0	4585.5	3075.16	4942.66	4029.67	4426.59	3214.67	5277.17	5051.0	5084.33	2663.17	2779.0	4292.5	4139.5	4492.0	3852.0	3379.5	9318.66	1789.5	3805.5	3538.0	3536.34	7803.5	3963.0	3213.0	4264.17	2425.0	9031.0	4321.0	3356.0	3269.5	866.0
K02118	2911.17	4477.0	4602.34	4479.0	2467.5	19365.18	3309.0	4585.5	3075.16	4942.66	4029.67	4426.59	3214.67	5277.17	5051.0	5084.33	2663.17	2779.0	4292.5	4139.5	4492.0	3852.0	3379.5	9318.66	1789.5	3805.5	3538.0	3536.34	7803.5	3963.0	3213.0	4264.17	2425.0	9031.0	4321.0	3356.0	3269.5	866.0
K02119	2060.67	2807.0	3180.34	3403.0	2079.0	11285.68	2224.0	3075.0	1771.6599999999999	3382.16	2030.67	3089.59	1748.17	3116.17	2453.0	3751.33	1658.17	2465.0	2330.5	1675.0	2432.5	932.5	1345.0	7644.66	1051.0	1224.0	1784.0	1624.3400000000001	4582.5	1806.0	915.0	3290.17	1055.5	1606.0	1563.0	1599.0	2048.0	681.0
K02120	2911.17	4477.0	4602.34	4479.0	2467.5	19365.18	3309.0	4583.5	3075.16	4942.66	4029.67	4426.59	3214.67	5277.17	5051.0	5084.33	2663.17	2779.0	4292.5	4139.5	4492.0	3852.0	3379.5	9318.66	1789.5	3805.5	3538.0	3536.34	7803.5	3963.0	3213.0	4264.17	2425.0	9031.0	4321.0	3356.0	3269.5	866.0
K02121	2290.17	4060.0	3784.92	3868.0	1868.5	17121.84	2620.0	3800.5	2785.33	3956.33	3366.67	3548.92	2893.67	4506.0	4215.0	4574.0	2210.17	2237.0	3193.0	3317.0	3823.25	3529.0	3001.5	7244.83	1572.5	3537.0	2975.0	2860.67	6891.5	3729.0	3030.0	3251.17	2210.0	8360.0	4069.0	2634.0	2802.5	763.0
K02122	2152.17	2986.0	3254.34	3547.0	2079.0	11512.18	2324.0	3078.5	1854.1599999999999	3279.16	2288.17	3206.59	1867.17	3110.67	2453.0	3780.33	1755.67	2497.0	2442.5	1832.5	2304.5	1075.0	1467.0	7600.66	1033.5	1397.5	1808.5	1604.3400000000001	4850.0	1841.5	915.0	3426.17	1134.0	1477.5	1650.5	1641.0	2180.0	698.0
K02123	2945.17	4564.0	4642.34	4511.0	2495.5	19415.18	3309.0	4585.5	3075.16	4991.66	4029.67	4435.59	3214.67	5339.17	5051.0	5084.33	2663.17	2779.0	4292.5	4139.5	4492.0	3852.0	3379.5	9318.66	1789.5	3805.5	3538.0	3536.34	7803.5	3963.0	3213.0	4264.17	2425.0	9031.0	4332.0	3356.0	3269.5	866.0
K02124	2911.17	4477.0	4602.34	4479.0	2467.5	19365.18	3309.0	4585.5	3075.16	4942.66	4029.67	4426.59	3214.67	5277.17	5051.0	5084.33	2663.17	2779.0	4292.5	4139.5	4492.0	3852.0	3379.5	9318.66	1789.5	3805.5	3538.0	3536.34	7803.5	3963.0	3213.0	4264.17	2425.0	9031.0	4321.0	3356.0	3269.5	866.0
K02152	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02160	6719.59	9774.8	10662.84	8441.25	10168.83	40200.34	6130.25	8846.72	6152.58	8638.550000000001	7239.1	8270.27	6329.92	14502.74	9959.67	10313.05	6071.09	8123.17	9779.36	5639.17	10532.48	6754.91	7385.5	15644.75	5781.5	6398.5	10621.55	4356.67	12337.84	6635.92	4309.34	7848.7	7319.049999999999	9202.08	5867.18	5876.0	10276.08	3649.75
K02164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02167	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
K02168	2793.0	3940.5	4417.67	1891.25	3925.5	15042.0	2519.0	3654.2799999999997	3041.25	2106.0	2796.0	1478.0	3454.0	5463.75	3830.0	2462.0	2718.75	1123.0	4360.33	5201.0	8272.1	7221.5	4710.42	3344.25	3819.75	3661.75	7808.75	2547.75	7284.5	5223.25	3706.5	1587.0	5143.92	7584.25	3928.0	4431.75	4890.0	4093.75
K02169	2346.0	3971.0	5191.0	2923.0	8178.0	26169.5	1894.0	4097.2	3461.0	2662.0	2989.5	995.25	3500.0	9261.0	8974.0	4394.0	3031.0	798.0	7773.5	4636.0	8095.1	9180.0	6266.0	4470.0	5438.0	3160.25	11148.0	3020.5	7040.0	5808.0	4016.5	891.0	7717.0	17156.0	5139.0	4671.0	3663.0	2776.0
K02170	728.0	1062.0	1801.0	742.0	2422.0	7020.0	468.0	1014.2	889.0	350.0	927.0	302.0	1150.0	2538.0	1927.0	1095.0	1066.0	402.0	2667.0	1524.0	2758.1	3524.0	2947.0	647.0	2085.0	968.0	4695.0	1807.0	1797.0	1784.0	802.0	49.0	2536.0	5308.0	1327.0	1832.0	1759.0	1052.0
K02171	0.0	0.0	116.0	0.0	0.0	50.0	0.0	0.0	0.0	29.0	12.25	0.0	0.0	0.0	21.0	0.0	0.0	0.0	28.0	0.0	66.0	0.0	0.0	113.0	0.0	0.0	13.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	5.25	0.0	0.0	0.0
K02172	0.0	0.0	116.0	0.0	0.0	50.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	28.0	0.0	66.0	0.0	0.0	113.0	0.0	0.0	13.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
K02173	593.0	482.0	656.0	1044.0	32.0	925.0	706.0	431.2	334.0	823.0	751.25	756.0	931.0	634.0	368.0	477.0	1340.0	305.0	336.0	1024.0	958.1	2944.0	984.0	512.0	518.0	1009.0	1396.0	168.0	2631.0	554.0	1501.0	576.0	468.0	1391.0	1573.25	2092.0	893.0	458.0
K02182	382.0	277.0	169.67	231.0	657.0	439.0	133.0	215.53	190.0	81.0	95.0	303.0	162.0	407.0	386.0	0.0	203.0	102.0	148.32999999999998	809.0	355.1	804.0	183.67000000000002	43.0	120.0	423.0	380.0	252.0	286.0	34.0	125.0	186.0	112.67	228.0	63.0	240.0	164.0	178.0
K02188	4981.33	4592.0	4855.58	6650.66	3254.5	21977.34	4546.17	5423.17	3956.17	6506.5	4974.24	6111.25	4647.0	6694.17	5725.67	6523.0	4782.83	4600.01	4214.51	7390.51	4913.75	8118.17	5669.34	10901.33	2436.5	5942.66	5327.16	2773.0	11621.34	5357.0	5472.0	5944.5	4161.0	10810.0	6669.25	7286.67	7806.51	2807.0
K02189	4381.83	3038.5	3943.58	5873.16	2840.0	13436.84	3796.67	3874.17	2589.67	5185.5	3789.24	5448.75	3322.5	4464.17	2694.67	5076.0	3827.83	4305.01	2516.51	5504.51	3356.25	5228.67	3515.34	9459.33	1869.0	3831.66	3626.16	1899.5	8920.84	3114.0	2656.0	5538.0	1918.0	3571.0	3847.25	5556.67	6727.01	1479.0
K02190	6615.33	5348.0	6134.83	8397.66	4982.0	26296.34	5875.67	6302.67	5331.67	7991.0	6013.99	8161.25	5264.0	7656.67	5963.67	9207.0	5821.33	6333.01	4296.01	9604.51	5503.5	9268.67	6837.34	13926.33	3095.0	7941.66	6071.66	3863.0	12971.34	6696.0	5496.5	7736.0	3594.0	11094.0	7719.0	8754.67	11600.01	1847.0
K02191	3673.33	2908.0	3136.58	5079.66	2638.0	11583.34	3031.67	3065.67	2283.67	4485.0	3255.99	4909.25	3030.0	4024.67	1871.67	4726.0	3643.33	4084.01	1958.51	4988.01	2954.25	5037.67	3295.34	7400.33	1801.0	3646.66	3365.66	1606.0	8503.34	2905.0	2514.0	4780.0	1775.0	3475.0	3704.0	5546.67	6654.01	1413.0
K02192	949.0	1501.0	2267.0	974.0	2564.0	8617.0	653.0	1495.2	1275.0	426.0	1091.0	405.0	1565.0	3058.0	2852.0	1350.0	1360.0	489.0	3437.0	1740.0	3169.1	4432.0	3737.0	904.0	2211.0	1599.0	6412.0	1896.0	3030.0	2044.0	1558.0	118.0	3590.0	6073.0	1778.0	1985.0	2064.0	2365.0
K02193	1699.0	3191.0	2760.0	1747.0	3224.0	9458.0	2119.0	1733.2	1747.5	2285.0	2072.0	1211.5	2618.0	4855.0	3882.0	2259.0	2807.0	758.0	1934.5	2836.0	4039.1	4521.0	3210.5	2160.0	1779.0	3444.5	3943.5	758.0	5515.0	1915.0	3338.5	975.0	2050.0	3492.0	3186.0	3436.0	4295.0	2452.0
K02194	1699.0	3191.0	2799.0	1747.0	3224.0	9458.0	2119.0	1733.2	1747.5	2285.0	2098.0	1211.5	2618.0	4855.0	3894.0	2259.0	2807.0	758.0	1934.5	2869.0	4090.1	4521.0	3210.5	2160.0	1779.0	3444.5	3943.5	795.0	5515.0	1915.0	3338.5	975.0	2050.0	3492.0	3186.0	3436.0	4295.0	2452.0
K02195	1699.0	3191.0	2799.0	1747.0	3224.0	9458.0	2119.0	1733.2	1747.5	2285.0	2098.0	1211.5	2618.0	4855.0	3894.0	2259.0	2807.0	758.0	1934.5	2869.0	4090.1	4521.0	3210.5	2160.0	1779.0	3444.5	3943.5	795.0	5515.0	1915.0	3338.5	975.0	2050.0	3492.0	3186.0	3436.0	4295.0	2452.0
K02196	513.0	2198.0	1387.0	254.0	3034.0	6469.0	685.0	719.2	915.0	1132.0	736.0	182.0	886.0	3370.0	2633.0	1335.0	565.0	0.0	833.0	113.0	2384.1	39.0	615.0	1207.0	958.0	1048.0	354.0	382.0	882.0	731.0	928.5	180.0	454.0	654.0	661.0	0.0	723.0	205.0
K02197	1699.0	3191.0	2799.0	1747.0	3224.0	9458.0	2119.0	1733.2	1747.5	2285.0	2098.0	1211.5	2618.0	4855.0	3894.0	2259.0	2807.0	758.0	1934.5	2869.0	4090.1	4521.0	3210.5	2160.0	1779.0	3444.5	3943.5	795.0	5515.0	1915.0	3338.5	975.0	2050.0	3492.0	3186.0	3436.0	4295.0	2452.0
K02198	1699.0	3191.0	2799.0	1747.0	3224.0	9458.0	2119.0	1733.2	1747.5	2285.0	2098.0	1211.5	2618.0	4855.0	3894.0	2259.0	2807.0	758.0	1934.5	2869.0	4090.1	4521.0	3210.5	2160.0	1779.0	3444.5	3943.5	795.0	5515.0	1915.0	3338.5	975.0	2050.0	3492.0	3186.0	3436.0	4295.0	2452.0
K02199	1247.0	4835.0	3233.0	737.0	6210.0	14535.0	1555.0	1919.2	2216.0	2340.0	1638.0	467.0	2187.0	7260.0	6067.0	2917.0	1424.0	87.0	2436.0	442.0	5178.1	971.0	2020.0	2671.0	2042.0	2729.0	2421.0	853.0	2997.0	1722.0	2609.0	429.0	1952.0	2073.0	1779.0	153.0	1688.0	1723.0
K02200	1247.0	4835.0	3233.0	740.0	6210.0	14535.0	1555.0	1919.2	2216.0	2340.0	1638.0	467.0	2187.0	7260.0	6101.0	2917.0	1424.0	87.0	2436.0	442.0	5178.1	971.0	2020.0	2671.0	2042.0	2729.0	2421.0	853.0	2997.0	1722.0	2611.0	429.0	1962.0	2073.0	1785.0	153.0	1688.0	1723.0
K02203	108.5	261.0	191.0	258.0	0.0	567.5	198.0	37.5	81.0	222.5	490.25	541.0	181.0	109.5	102.0	29.0	298.5	269.0	274.5	661.0	185.5	425.5	356.0	245.0	66.5	245.0	308.5	374.0	774.5	108.5	2.0	424.0	149.5	417.5	162.75	638.0	415.0	17.0
K02204	1512.0	1935.0	2462.0	2461.0	2930.0	9974.0	1010.0	2667.0	1637.0	1627.0	1755.0	2255.25	1769.0	4056.0	2714.0	3118.0	1973.0	2253.0	3871.0	2169.0	3529.0	4446.0	3692.0	2502.0	2458.0	1536.0	5878.0	2035.0	2979.0	2452.0	1610.0	1953.0	4188.0	6117.0	2251.0	2830.0	3168.0	2132.0
K02217	8640.83	13935.5	9485.08	9505.91	10252.5	52364.59	9663.92	9622.619999999999	8858.92	11258.25	9323.74	9425.25	8799.5	17238.42	13388.67	10357.33	8644.08	8713.51	8529.76	9896.26	11380.85	9472.17	9589.09	14673.33	5412.75	12461.16	10077.91	6377.25	18067.84	10719.75	11442.0	9303.5	6439.25	15988.0	10258.0	12472.42	12470.26	6250.25
K02221	6768.59	12624.25	9404.34	8366.5	10899.33	49063.25	9370.5	10018.95	8412.75	8896.42	7378.0	8480.0	8444.92	14814.42	12391.34	9207.75	8076.84	7635.67	10045.34	9148.67	12059.43	13820.41	11250.42	14860.42	6129.75	11325.25	15756.0	5752.25	20171.34	11648.67	11054.84	8420.5	10514.67	14824.83	9757.58	13022.5	13560.08	11143.0
K02224	6107.33	8491.0	6962.58	8807.66	4135.5	38484.34	8354.17	8342.17	6364.67	9223.5	6682.24	8021.25	7331.5	9560.17	9301.67	8410.0	7700.33	6966.51	5461.01	9502.51	7633.25	12494.17	9529.84	13653.83	3217.5	10375.66	10042.16	4813.0	19183.84	9050.0	10963.5	8260.0	6406.5	15830.5	10826.25	14178.67	10940.51	8209.5
K02225	158.0	464.0	108.0	173.0	26.0	842.0	7.0	291.0	286.0	24.0	62.0	0.0	175.0	229.0	748.0	133.0	177.0	87.0	653.0	0.0	100.0	359.0	317.0	180.0	83.0	13.0	625.0	23.0	229.0	157.0	524.0	0.0	989.0	299.0	287.0	57.0	136.0	995.0
K02226	6827.33	7971.0	6977.58	9641.66	3785.5	26721.34	6342.17	7995.37	5911.17	9446.5	7142.24	10202.25	7045.0	9079.17	5937.67	8950.0	7097.83	7184.01	5919.51	9307.01	7580.85	9891.17	7299.34	14488.33	3815.5	8512.66	8145.16	4490.0	15454.34	7432.0	6134.0	9603.5	4480.0	12871.0	8440.25	9612.67	11285.51	1875.0
K02227	6387.33	8834.0	7259.58	9020.66	4174.5	38910.84	8398.17	8726.17	6484.67	9379.5	6774.74	8137.25	7469.0	9595.17	9492.67	8467.0	7831.83	6992.51	5685.01	9613.51	8088.25	12509.17	9649.84	14067.33	3280.5	10388.66	10228.16	4811.5	19409.34	9093.0	10973.5	8356.5	6609.0	15902.5	10907.25	14248.67	11028.51	8259.5
K02228	1084.0	3511.0	1533.0	2130.0	796.0	16448.0	3763.0	2700.0	2015.5	2447.0	1716.5	1883.0	2533.0	2564.0	3473.0	1928.0	2965.0	2366.5	793.5	1980.0	1524.5	3958.0	3858.5	2685.0	569.0	4310.0	4121.0	1416.5	7188.0	3636.0	5356.5	2264.0	2013.0	4620.5	4022.0	6892.0	3134.0	5202.5
K02229	1084.0	3511.0	1533.0	2144.25	842.5	16503.0	3765.0	2720.75	2026.75	2447.0	1716.5	1883.0	2533.0	2602.75	3473.0	1928.0	2969.75	2366.5	793.5	1980.0	1535.5	4007.5	3868.25	2694.25	589.75	4317.75	4146.75	1429.25	7205.5	3657.25	5376.5	2266.5	2045.25	4625.75	4040.0	6901.75	3134.0	5254.25
K02230	4568.0	7218.799999999999	5091.25	6476.5	3497.0000000000005	36128.25	7070.75	6971.85	5646.0	7686.050000000001	6020.6	5713.1	5983.5	8798.4	7637.75	5491.799999999999	6413.5	5555.75	5183.85	7124.5	5529.8	10744.75	8500.75	8811.25	3070.25	8822.0	8909.05	3797.75	14397.5	7354.25	10500.0	5555.450000000001	5857.799999999999	14539.25	9518.6	11156.75	6970.25	7708.5
K02231	7322.33	10172.0	7761.58	10498.91	4298.0	40551.84	9452.17	10031.119999999999	7615.92	10401.5	8400.74	9867.25	8915.0	10911.92	9695.67	9124.0	9350.58	7973.51	6744.01	10882.51	8972.35	13859.67	10923.59	15039.58	4001.25	11729.41	12383.91	5675.25	21162.84	10311.25	11844.5	10187.5	7169.25	17182.75	11898.25	15570.42	12990.51	8300.25
K02232	6786.33	9054.0	7380.58	9831.66	4709.5	41680.84	8877.17	9294.17	6708.67	9855.5	7298.74	8447.5	7795.0	10292.17	9596.67	9389.0	8223.83	7133.51	5898.01	10020.51	7942.25	12515.17	9799.84	15716.33	3505.5	10654.66	10286.16	4422.5	21322.34	9306.0	10985.5	9034.5	6961.0	15739.5	11160.25	14460.67	11367.51	8440.5
K02233	7389.33	10247.0	7753.58	11018.91	4315.0	41157.84	9610.17	10067.119999999999	7718.92	10744.5	8518.74	9910.25	9019.0	11014.92	9935.67	9177.0	9415.58	7988.51	6956.01	10882.51	8957.35	13941.67	10935.59	16378.58	4005.25	11734.41	12492.91	5675.25	21333.84	10395.25	11878.5	10233.5	7354.25	17187.75	11898.25	15570.42	13031.51	8300.25
K02234	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02236	165.59	813.75	395.09000000000003	238.25	1375.83	2293.59	450.0	428.16999999999996	334.33000000000004	399.75	296.5	510.92	400.42	954.34	946.67	699.75	337.09000000000003	630.1700000000001	564.01	70.67	247.57999999999998	104.41	257.5	722.5	324.5	158.0	55.75	142.67	435.34000000000003	447.92	336.84000000000003	493.5	217.75	141.57999999999998	220.07999999999998	191.75	495.58	186.75
K02237	9962.42	15691.75	11797.67	11623.66	16087.33	60854.93	12761.67	12290.29	10649.25	12884.25	10924.24	11818.17	11111.92	21050.260000000002	16414.010000000002	13673.08	11509.67	10859.68	11735.02	14095.68	15476.43	18319.58	16021.59	19924.58	8066.25	15007.91	17126.16	9595.92	25964.68	14489.17	14742.84	11563.0	11732.0	19359.33	13361.33	18215.17	20523.59	13155.0
K02238	17175.75	19941.05	16891.17	18861.32	16391.329999999998	76663.27	18327.34	17958.14	15132.67	19554.55	17140.079999999998	18869.019999999997	16274.42	26663.33	18444.43	17118.879999999997	17682.0	16057.94	17633.71	25215.940000000002	20912.480000000003	27558.5	21910.85	27489.41	11507.5	23645.57	26450.37	13205.369999999999	37164.020000000004	19792.92	19747.84	18167.449999999997	15279.47	32612.829999999998	20596.43	26172.59	30004.6	14795.0
K02240	326.59000000000003	813.75	661.4200000000001	275.25	1560.83	3067.25	515.0	504.17	360.0	578.4200000000001	331.0	625.25	476.42	1050.67	1074.67	699.75	337.09000000000003	638.1700000000001	811.01	168.67000000000002	333.58	133.41	268.5	1220.67	324.5	158.0	71.75	158.0	558.34	447.92	345.84000000000003	614.5	217.75	141.57999999999998	281.08	191.75	495.58	186.75
K02241	1374.0	822.5	1254.5	1725.5	32.0	1559.0	1657.0	626.0	789.0	1490.5	1743.5	1979.5	1549.5	985.5	332.0	706.0	2155.0	1012.0	678.0	3672.0	1758.5	3989.5	2072.0	1007.5	761.5	2570.0	2392.0	1104.0	3879.0	1012.5	1656.0	1462.0	665.5	2544.5	2273.5	3736.0	4001.0	951.0
K02242	1713.5900000000001	1764.75	1727.8400000000001	1417.25	2110.83	6289.59	1643.0	1779.1699999999998	1152.33	1810.25	1690.0	1984.17	1390.42	2557.84	1504.67	1904.75	1057.0900000000001	2040.17	1818.5100000000002	1165.17	2308.83	353.40999999999997	629.5	3732.5	1168.5	1229.0	1400.75	541.6700000000001	3382.34	1341.92	683.84	2129.5	982.75	615.5799999999999	1083.08	745.75	2927.08	467.75
