function	Fl_1	Fl_10	Fl_11	Fl_12	Fl_13	Fl_14	Fl_15	Fl_16	Fl_17	Fl_18	Fl_19	Fl_2	Fl_3	Fl_4	Fl_5	Fl_6	Fl_7	Fl_8	Fl_9	Fl_Arg_1	Fl_Arg_10	Fl_Arg_11	Fl_Arg_12	Fl_Arg_13	Fl_Arg_14	Fl_Arg_15	Fl_Arg_16	Fl_Arg_17	Fl_Arg_18	Fl_Arg_19	Fl_Arg_2	Fl_Arg_3	Fl_Arg_4	Fl_Arg_5	Fl_Arg_6	Fl_Arg_7	Fl_Arg_8	Fl_Arg_9
K02243	326.59000000000003	813.75	661.4200000000001	275.25	1560.83	3067.25	515.0	504.17	360.0	578.4200000000001	331.0	625.25	476.42	1050.67	1074.67	699.75	337.09000000000003	638.1700000000001	811.01	168.67000000000002	333.58	133.41	268.5	1220.67	324.5	158.0	71.75	158.0	558.34	447.92	345.84000000000003	614.5	217.75	141.57999999999998	281.08	191.75	495.58	186.75
K02244	237.59	813.75	643.4200000000001	275.25	1553.83	2985.25	450.0	491.17	351.0	518.4200000000001	327.5	559.25	476.42	1042.67	1074.67	699.75	337.09000000000003	638.1700000000001	754.01	114.67	333.58	133.41	268.5	1114.17	324.5	158.0	68.75	132.0	558.34	447.92	336.84000000000003	552.5	217.75	141.57999999999998	281.08	191.75	495.58	186.75
K02245	315.59000000000003	813.75	643.4200000000001	275.25	1560.83	3059.25	515.0	504.17	360.0	578.4200000000001	331.0	625.25	476.42	1050.67	1074.67	699.75	337.09000000000003	638.1700000000001	803.01	168.67000000000002	333.58	133.41	268.5	1202.67	324.5	158.0	68.75	148.0	558.34	447.92	345.84000000000003	596.5	217.75	141.57999999999998	281.08	191.75	495.58	186.75
K02246	112.59	484.75	342.42	196.25	916.83	1871.25	395.0	280.16999999999996	266.0	207.42000000000002	296.5	404.25	254.42000000000002	733.6700000000001	679.6700000000001	522.75	191.09000000000003	581.1700000000001	376.01	21.67	247.57999999999998	104.41	230.5	409.17	253.5	122.0	34.75	132.0	285.34000000000003	394.92	301.84000000000003	369.5	99.75	92.58	169.07999999999998	65.75	414.58	149.75
K02248	112.59	484.75	342.42	196.25	916.83	1871.25	395.0	280.16999999999996	266.0	207.42000000000002	296.5	404.25	254.42000000000002	733.6700000000001	679.6700000000001	522.75	191.09000000000003	581.1700000000001	376.01	21.67	247.57999999999998	104.41	230.5	409.17	253.5	122.0	34.75	132.0	285.34000000000003	394.92	301.84000000000003	369.5	99.75	92.58	169.07999999999998	65.75	414.58	149.75
K02255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02258	93.0	285.0	163.0	42.0	0.0	125.0	0.0	164.0	0.0	0.0	0.0	0.0	64.0	0.0	181.0	8.0	0.0	0.0	118.0	0.0	379.0	15.0	27.0	24.0	34.0	13.0	158.0	0.0	161.0	0.0	4.0	0.0	146.0	0.0	54.0	0.0	0.0	50.0
K02259	2326.0	7822.0	3376.0	4599.25	2416.5	36135.0	7862.0	6233.75	5000.25	5048.0	3523.0	3818.0	5437.0	5739.75	7683.67	4062.0	6136.75	4964.0	3138.0	3996.0	3714.0	8986.5	8472.75	5756.25	1385.75	8843.75	9555.75	3339.75	14858.5	8177.25	11856.0	4700.5	5770.25	10051.25	8419.0	13892.75	7045.0	11790.75
K02274	1244.0	4311.0	1843.0	2588.25	1620.5	19776.0	4178.0	3533.75	2984.75	2667.0	1806.5	1935.0	2904.0	3175.75	4495.67	2134.0	3236.75	2597.5	2400.5	2026.0	2189.5	5028.5	4619.25	3359.25	820.75	4533.75	5505.75	1926.25	7703.5	4541.25	6499.5	2436.5	3757.25	5430.75	4397.0	7000.75	3911.0	6588.25
K02275	1295.0	4311.0	1843.0	2591.25	1623.5	19776.0	4178.0	3533.75	2984.75	2667.0	1878.5	1935.0	2904.0	3175.75	4433.67	2134.0	3238.75	2597.5	2490.5	2127.0	2189.5	5028.5	4707.25	3359.25	820.75	4533.75	5564.75	1926.25	7703.5	4541.25	6499.5	2436.5	3757.25	5430.75	4397.0	7000.75	4072.0	6588.25
K02276	1242.0	4311.0	1882.0	2495.25	1620.5	19699.0	4103.0	3533.75	2984.75	2601.0	1832.5	1935.0	2904.0	3175.75	4351.67	2134.0	3171.75	2597.5	2361.5	2059.0	2240.5	5028.5	4619.25	3091.25	820.75	4531.75	5456.75	1963.25	7670.5	4541.25	6499.5	2436.5	3757.25	5430.75	4397.0	7000.75	3911.0	6588.25
K02277	0.0	0.0	0.0	12.0	16.0	58.0	33.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02278	0.0	0.0	61.0	41.0	0.0	54.0	8.0	38.0	0.0	0.0	0.0	23.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	64.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02279	414.5	730.5	494.5	525.5	260.0	1519.0	753.0	785.5	789.5	672.0	423.0	956.0	668.0	560.0	960.0	486.0	816.0	256.0	1276.0	1482.0	1115.0	1327.0	1110.5	908.0	453.0	794.5	1582.0	785.0	2286.0	1044.0	904.0	614.5	1467.5	1373.0	962.0	1203.0	862.0	1787.0
K02280	65.0	179.0	108.0	134.0	26.0	816.0	7.0	163.0	286.0	24.0	62.0	0.0	175.0	229.0	606.0	133.0	177.0	87.0	614.0	0.0	100.0	359.0	290.0	156.0	49.0	0.0	550.0	23.0	68.0	157.0	522.0	0.0	927.0	299.0	239.0	57.0	136.0	945.0
K02282	306.0	546.0	231.0	393.0	234.0	685.0	704.0	595.0	491.5	429.0	333.0	850.5	493.0	292.0	354.0	351.0	635.0	169.0	391.5	1335.0	660.0	925.0	820.5	562.0	320.0	716.5	766.5	303.0	2194.0	887.0	382.0	524.0	520.0	707.0	723.0	1146.0	726.0	842.0
K02283	4122.5	7205.5	3364.17	5560.75	4594.5	29043.0	8338.5	7403.58	6071.0	5244.0	4144.25	5519.5	4949.0	6760.25	6378.67	4759.0	5494.25	4723.5	4687.83	8483.0	4689.5	11703.5	8783.42	9241.75	2189.75	8479.25	8965.75	4839.75	14996.5	9376.25	10502.5	6143.0	7563.42	9861.75	7376.75	11730.25	9998.0	11378.25
K02284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0
K02291	1024.0	1241.0	2072.0	972.0	2595.0	8531.0	605.0	1523.0	1266.0	466.0	1017.0	302.0	1325.0	3079.0	3090.0	1236.0	1243.0	489.0	3377.0	1724.0	3286.0	3898.0	3282.0	1662.0	2190.0	966.0	5408.0	1830.0	1901.0	1972.0	1466.0	49.0	3527.0	5653.0	1566.0	1889.0	1958.0	1997.0
K02293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
K02297	158.0	464.0	271.0	170.0	26.0	941.0	7.0	327.2	286.0	24.0	62.0	0.0	175.0	229.0	748.0	133.0	177.0	87.0	732.0	0.0	480.1	359.0	317.0	180.0	83.0	13.0	704.0	27.0	229.0	157.0	522.0	0.0	1063.0	299.0	287.0	57.0	136.0	995.0
K02298	158.0	464.0	271.0	170.0	26.0	941.0	7.0	327.2	286.0	24.0	62.0	0.0	175.0	229.0	748.0	133.0	177.0	87.0	732.0	0.0	480.1	359.0	317.0	180.0	83.0	13.0	704.0	27.0	229.0	157.0	522.0	0.0	1063.0	299.0	287.0	57.0	136.0	995.0
K02299	158.0	464.0	271.0	170.0	26.0	941.0	7.0	327.2	286.0	24.0	62.0	0.0	175.0	229.0	748.0	133.0	177.0	87.0	732.0	0.0	480.1	359.0	317.0	180.0	83.0	13.0	704.0	27.0	229.0	157.0	522.0	0.0	1063.0	299.0	287.0	57.0	136.0	995.0
K02300	158.0	464.0	271.0	170.0	26.0	941.0	7.0	327.2	286.0	24.0	62.0	0.0	175.0	229.0	748.0	133.0	177.0	87.0	732.0	0.0	480.1	359.0	317.0	180.0	83.0	13.0	704.0	27.0	229.0	157.0	522.0	0.0	1063.0	299.0	287.0	57.0	136.0	995.0
K02302	1000.0	1251.0	2228.0	1100.0	2389.0	8084.0	866.0	1532.2	1362.0	577.0	950.0	477.0	1175.0	2797.0	2689.0	641.0	1086.0	304.0	2830.0	1585.0	2995.1	4211.0	2363.0	1734.0	2141.0	1164.0	5828.0	827.0	2584.0	1908.0	862.0	422.0	2699.0	5145.0	1172.0	1685.0	1070.0	1065.0
K02303	1242.0	4388.0	2056.0	2369.25	1545.5	20067.0	4095.0	3512.75	2674.75	2601.0	1804.5	1935.0	2881.0	3109.75	4244.67	2181.0	3146.75	2597.5	2362.5	2080.0	2669.5	4663.5	4718.25	3014.25	816.75	4662.75	5520.75	1857.25	7726.5	4484.25	6370.5	2436.5	3877.25	5430.75	4391.0	7000.75	3911.0	6670.25
K02304	4309.83	2980.5	3721.58	5658.16	2948.0	13627.84	3892.67	3929.17	2666.17	5075.5	3608.49	5266.25	3187.0	4718.17	2946.67	5019.0	3745.33	4263.01	2364.01	5669.51	3249.25	5216.67	3535.84	9884.83	1911.0	3850.16	3667.66	1841.5	8798.34	3145.0	2791.0	5359.5	1861.5	3597.0	3815.0	5554.67	6700.01	1479.0
K02305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02313	14540.42	18568.55	15208.59	15531.16	14390.329999999998	70106.93	15822.17	16190.97	13795.5	16965.55	14967.09	16210.27	13918.42	23885.66	17538.760000000002	14522.88	14834.67	13718.93	16381.7	20413.93	18546.730000000003	23079.83	19044.010000000002	23506.58	9994.5	20587.91	23533.71	12001.869999999999	30084.18	17863.92	17544.84	15377.949999999999	14023.97	29085.83	17697.43	21534.92	24856.59	13162.0
K02314	15301.42	19770.55	16280.59	16765.16	17844.33	76432.93	16703.17	17302.17	14574.25	18017.55	15968.09	16747.77	14371.42	26814.16	19794.760000000002	16194.88	15565.67	14122.93	17558.699999999997	21080.93	19396.83	23138.83	19382.010000000002	25582.58	10955.5	20944.91	24292.71	12111.869999999999	32426.18	18182.92	17625.84	16252.949999999999	14897.97	29560.83	18229.43	21830.92	25326.09	13429.0
K02315	2682.5	773.5	1843.92	2690.5	2007.0	7095.34	2015.0	2778.9	1119.08	3041.83	3364.75	3209.67	959.5	2390.67	1458.0	3177.66	2048.5	3202.0	1852.0	2955.0	843.45	1646.0	1554.5	5732.83	752.0	1032.5	1136.0	1023.67	3585.5	1711.0	573.0	3759.0	1133.0	1306.0	934.25	3198.0	3006.0	206.0
K02316	15110.42	19073.55	15627.59	16381.16	14925.329999999998	73019.93	16345.17	16950.97	14135.5	17637.55	15588.09	16637.77	14244.42	24621.66	17789.760000000002	15452.88	15230.67	13859.93	16964.699999999997	21063.93	19160.730000000003	23138.83	19277.010000000002	25345.58	10370.5	20944.91	24039.71	12120.869999999999	32182.18	18119.92	17566.84	16139.949999999999	14525.97	29341.83	18004.43	21746.92	25128.59	13381.0
K02317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02334	5445.33	4942.0	6971.83	5289.66	5284.0	20828.34	4166.17	5106.17	4093.67	5259.5	5174.16	5920.75	4806.5	7637.17	4646.67	5723.0	4211.33	5225.01	7038.51	6821.51	8845.0	6300.17	6183.34	10247.83	4517.5	5021.16	9741.16	5283.0	9512.84	4889.5	3182.0	5370.5	5741.0	9478.5	4354.5	4902.67	8667.51	3256.0
K02335	15086.42	19496.55	15503.59	16556.16	15521.329999999998	75110.93	16629.17	17381.97	14593.5	17724.55	15512.34	16665.52	14214.42	24963.66	17821.760000000002	15517.88	15255.67	14003.93	17783.699999999997	20967.93	18885.730000000003	23785.83	19564.010000000002	25520.58	10424.5	21108.91	24410.71	12459.869999999999	32327.18	18803.92	18157.84	16208.949999999999	15164.97	29795.83	18021.68	21788.92	25599.59	13720.0
K02336	0.0	0.0	0.0	12.0	16.0	58.0	33.0	0.2	0.0	24.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	11.5	7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02337	15084.42	19192.55	15693.59	16381.16	14925.329999999998	73045.93	16365.17	17093.97	14031.5	17682.55	15701.09	16761.52	14248.42	24669.66	17789.760000000002	15540.88	15339.67	13859.93	17146.699999999997	21000.93	19227.730000000003	23138.83	19223.010000000002	25365.58	10341.5	20944.91	24015.71	12246.869999999999	32308.18	18076.92	17563.84	16230.949999999999	14528.97	29308.83	18006.43	21880.92	25169.59	13381.0
K02338	15643.42	19578.55	16046.59	17368.16	15460.329999999998	75932.93	16856.17	17696.97	14332.5	18309.55	16063.09	17081.769999999997	14570.42	25357.66	18040.760000000002	16382.88	15626.67	14000.93	17547.699999999997	21521.93	19696.730000000003	23300.83	19402.010000000002	27140.58	10688.5	21301.91	24497.71	12153.869999999999	34280.18	18289.92	17576.84	16869.949999999997	15027.97	29493.83	18311.43	21958.92	25400.59	13600.0
K02339	1347.0	3505.0	3748.0	1162.0	5211.0	14703.0	1076.0	2059.2	2083.0	1461.0	1542.0	428.0	2176.0	6018.0	5265.0	1947.0	1712.0	242.0	4234.0	1503.0	5787.1	4219.0	3228.0	2083.0	3092.0	2212.0	6653.0	1094.0	3322.0	2631.0	2042.5	249.0	4051.0	6052.0	1973.0	1742.0	1894.0	1999.0
K02340	15034.09	18979.55	16073.26	16288.5	14918.329999999998	73063.59	16361.5	17057.3	13997.83	17475.55	15417.099999999999	16333.52	14409.42	24561.989999999998	17824.09	15509.88	15223.34	13730.92	17046.69	20883.92	19756.730000000003	23106.16	19184.67	25258.25	10475.5	20917.25	24300.05	12123.869999999999	32271.839999999997	18006.92	17635.84	15942.949999999999	14622.97	29257.83	18198.43	21703.25	24961.58	13381.0
K02341	14683.59	18694.05	15180.26	16108.0	14909.329999999998	72499.09	16003.0	16743.3	13833.33	17182.05	14766.599999999999	15950.02	13948.42	24418.489999999998	17697.09	15416.88	15043.84	13698.92	16413.69	20514.42	18710.730000000003	22925.66	19020.17	24755.25	10155.0	20460.25	23508.55	11408.369999999999	31767.839999999997	17971.42	17548.84	15661.449999999999	14425.97	28954.33	17893.93	21661.25	24596.58	13364.0
K02342	25362.75	34775.9	24594.760000000002	27519.66	23050.33	131675.84	29318.92	29921.83	24803.17	28084.32	25307.87	25572.300000000003	23935.75	41462.46	30049.190000000002	25111.98	27590.5	24357.68	27984.809999999998	36137.18	30251.829999999998	43286.58	36247.6	35762.5	17609.25	37832.41	45172.06	20763.4	57583.17999999999	33176.17	34497.34	25751.93	28431.41	51213.33	33458.88	42955.92	41766.09	31724.5
K02343	16158.42	19696.1	16626.84	17355.16	15070.830000000002	75378.18	17200.42	17663.32	14850.5	18318.85	16783.19	17500.87	14491.92	25769.059999999998	18075.760000000002	15872.18	15798.17	14740.93	17860.300000000003	21756.93	19755.53	23776.83	20036.510000000002	25845.33	10648.5	22001.91	24975.510000000002	13101.869999999999	32933.68	18260.42	17649.34	16606.65	14885.77	29861.33	18431.53	21976.67	25429.09	13491.0
K02344	513.0	2198.0	1387.0	251.0	3034.0	6469.0	685.0	719.4	915.0	1132.0	736.0	182.0	886.0	3370.0	2599.0	1335.0	565.0	0.0	833.0	113.0	2385.2	39.0	615.0	1207.0	958.0	1048.0	354.0	382.0	882.0	731.0	926.5	180.0	444.0	654.0	661.0	9.0	723.0	211.0
K02345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02346	13137.42	16999.55	13226.17	13913.16	14376.829999999998	63132.09	14332.67	14429.17	12369.67	14931.220000000001	12762.09	15243.349999999999	11326.42	21452.489999999998	14720.76	13430.88	12931.67	13171.93	14739.2	17528.93	15042.080000000002	18067.33	16178.01	22002.75	8707.0	17427.41	20275.71	10307.0	26518.18	15124.92	13587.84	14990.449999999999	12597.97	20080.83	13448.43	18129.42	22484.59	12450.0
K02347	127.5	80.5	112.5	466.5	17.0	579.0	83.0	155.5	103.0	300.0	227.0	64.5	161.0	103.0	212.0	55.0	0.0	83.0	191.5	33.0	104.0	87.0	0.0	1170.0	0.0	5.0	143.5	37.0	138.0	84.0	34.0	68.5	191.5	5.0	0.0	0.0	197.0	0.0
K02348	831.6700000000001	2003.0	867.0	1024.25	3054.5	8568.0	1400.0	1919.95	1850.75	1055.0	742.1700000000001	1012.0	1158.67	2636.08	1993.0	2180.67	759.4200000000001	1465.5	2973.5	669.0	954.6	1513.5	2558.25	1679.25	894.75	1098.75	1905.75	2308.25	1605.5	2028.25	2267.5	1150.17	2433.25	2120.75	1163.0	674.75	2761.5	2245.25
K02351	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02355	23955.42	26112.8	21971.510000000002	25589.66	18781.33	92398.52	23129.92	23797.47	20169.08	27243.38	23820.589999999997	27350.940000000002	19342.42	32398.829999999998	20948.510000000002	22060.71	21680.67	20360.18	24129.199999999997	32219.68	25442.980000000003	29182.58	25149.760000000002	40847.66	14203.25	29845.41	31909.46	18386.489999999998	43572.18	23561.17	20295.84	26766.699999999997	17927.47	35753.83	23485.68	28458.92	36569.09	14596.0
K02356	15052.42	19073.55	15627.59	16381.16	14925.329999999998	73019.93	16339.17	16944.17	14031.5	17637.55	15517.09	16604.52	14244.42	24621.66	17789.760000000002	15452.88	15230.67	13859.93	16964.699999999997	20967.93	19246.83	23138.83	19223.010000000002	25323.58	10341.5	20944.91	24015.71	12077.869999999999	32182.18	18076.92	17560.84	16123.949999999999	14525.97	29289.83	18004.43	21755.92	25128.59	13387.0
K02357	15052.42	19073.55	15627.59	16381.16	14925.329999999998	73019.93	16339.17	16943.97	14031.5	17637.55	15515.09	16604.52	14244.42	24621.66	17789.760000000002	15452.88	15230.67	13859.93	16964.699999999997	20967.93	19115.730000000003	23138.83	19223.010000000002	25323.58	10341.5	20944.91	24015.71	12077.869999999999	32182.18	18076.92	17560.84	16123.949999999999	14525.97	29289.83	18004.43	21746.92	25128.59	13381.0
K02358	18735.25	25155.05	21567.92	20910.32	22863.33	97822.77	19350.84	21336.34	17910.17	22144.05	19044.579999999998	20182.019999999997	18310.42	33890.83	24670.43	21743.879999999997	18642.0	17338.940000000002	22690.71	24505.440000000002	26534.83	28960.5	25024.35	33993.41	14545.5	24945.57	32197.87	15618.369999999999	41041.520000000004	22880.92	20910.34	19688.449999999997	19557.47	37471.83	21874.43	25603.59	30412.6	16436.0
K02361	5869.5	7739.3	4659.25	6240.25	3049.0	29371.5	7252.0	6748.3	5438.25	7012.300000000001	6056.35	5995.85	4987.0	7977.15	4682.42	4399.8	6523.25	5951.75	5838.85	7098.75	4808.4	6375.75	6879.5	7522.75	3105.0	8985.25	8733.8	4312.7	11323.5	6775.5	7421.0	6696.950000000001	4412.049999999999	8860.75	6788.1	9552.5	8587.0	5897.25
K02362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02363	1084.0	3847.0	1533.0	2270.0	1532.0	18613.0	4053.0	3164.2	2642.0	2553.0	1714.0	1890.0	2665.0	2877.0	3388.0	1993.0	2990.0	2449.0	1561.0	1980.0	1570.1	4604.0	4228.0	2882.0	713.0	4510.0	4697.0	1806.0	7424.0	4363.0	5952.0	2434.0	2634.0	5087.0	4085.0	6904.0	3712.0	5513.0
K02364	1084.0	3761.0	1533.0	2167.0	1457.0	18613.0	4053.0	3107.2	2334.0	2489.0	1714.0	1890.0	2663.0	2811.0	3356.0	1993.0	2965.0	2449.0	1483.0	1980.0	1570.1	4239.0	4228.0	2825.0	713.0	4510.0	4625.0	1740.0	7345.0	4306.0	5821.0	2434.0	2541.0	5087.0	4085.0	6904.0	3712.0	5363.0
K02371	7457.42	5775.8	7204.59	8632.41	6381.33	28215.18	7568.92	6429.02	4844.75	8647.550000000001	7489.59	9283.52	6519.92	10336.91	6896.34	6986.05	7353.42	7893.18	6807.200000000001	11195.18	7383.63	11752.58	7469.01	12154.08	4082.0	9002.66	7399.71	4638.17	16013.18	6409.92	7165.84	7798.7	4724.219999999999	13697.58	8339.18	11193.17	13590.09	2724.75
K02372	9442.92	11414.8	12161.92	10789.41	10815.33	41015.68	8945.92	9872.39	7915.25	10571.550000000001	11038.59	11376.52	9172.42	16258.41	9964.34	9819.05	9648.42	9444.18	11639.37	11549.18	13976.73	12656.08	11506.34	16151.08	7320.5	10772.16	15586.21	7546.17	18387.18	8574.42	7198.84	10330.2	8483.55	13807.08	8769.68	10883.17	15938.59	4772.75
K02377	6132.0	5673.25	3948.0	5418.5	1617.0	16257.75	5000.75	5036.0	4589.0	6501.5	5610.5	6050.5	4562.5	7481.5	4148.75	3936.5	5640.0	3865.25	5089.75	8252.75	5687.0	7616.75	5494.25	6535.75	3515.75	7918.5	6748.75	3568.45	9026.5	5556.25	5712.0	5489.25	3030.0	12564.0	7132.25	6237.5	8129.5	1556.0
K02379	4059.0	4461.0	3976.5	3255.25	5235.5	12325.0	3850.0	2719.45	3538.75	3785.5	3985.0	4156.0	3781.0	7035.75	4596.0	3943.0	3639.25	4049.0	3007.5	5175.5	6123.1	5913.5	4668.25	4570.75	2690.75	5240.75	4393.75	3619.25	7121.5	3670.25	4396.5	3644.5	2863.25	5147.25	4481.0	4943.25	9992.0	3590.75
K02380	1169.0	2752.0	2117.0	1221.0	3066.0	7680.0	1568.0	1252.2	1254.0	1955.0	1520.0	893.0	1950.0	4256.0	2931.0	1904.0	2071.0	336.0	1159.0	1537.0	3576.1	3042.0	1968.0	1719.0	1649.0	2146.0	1996.0	669.0	3705.0	1381.0	2582.5	676.0	938.0	2685.0	2424.0	2408.0	1748.0	1123.0
K02381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K02383	202.5	274.5	407.0	180.5	16.0	386.5	237.5	85.0	128.5	258.5	527.5	424.5	174.0	121.5	82.0	29.0	125.5	32.0	435.0	349.5	388.0	180.5	164.5	288.0	153.5	324.0	395.5	577.5	302.0	35.5	0.0	283.5	100.0	238.5	87.5	42.0	175.0	17.0
K02385	1635.0	978.0	1793.25	2117.0	103.0	2289.0	1829.0	985.5	841.25	1828.0	2222.75	2339.5	1735.5	1174.5	558.0	788.0	2305.5	1066.0	1084.5	3871.0	2146.25	4002.5	2125.5	1485.0	869.5	2698.0	2592.0	1560.5	4065.5	1012.5	1657.0	1723.5	751.0	2544.5	2339.25	3778.5	4084.0	951.0
K02386	1822.0	1113.0	1864.0	1800.0	242.0	2868.5	1752.0	1284.4	1252.0	1602.0	2142.5	1757.0	2092.0	1440.0	1310.0	910.0	2317.0	1318.0	1349.5	3546.0	2819.2	4178.0	2332.0	1227.0	1081.0	2559.0	3382.0	1046.5	4291.0	1327.0	2298.0	1523.0	1671.0	2650.0	2824.0	3872.0	4475.5	1935.0
K02387	2479.0	1463.0	2867.25	2496.0	297.0	4208.0	2137.0	1880.9	1423.25	2459.0	3134.25	2578.5	2423.5	1708.5	1454.0	1163.0	2585.5	1469.0	2547.0	4321.0	3744.45	4414.5	2712.5	2481.0	1349.5	3036.0	4372.0	2359.5	4823.5	1362.5	2299.0	2192.5	1959.0	3305.5	2989.25	3956.5	5011.5	1952.0
K02388	2544.0	1538.0	2920.25	2961.0	314.0	4799.5	2216.0	1954.9	1526.25	2736.0	3252.25	2621.5	2584.5	1811.5	1654.0	1216.0	2585.5	1484.0	2720.0	4362.0	3809.45	4496.5	2712.5	3605.0	1349.5	3041.0	4436.0	2410.0	4961.5	1446.5	2333.0	2238.5	2144.0	3310.5	2989.25	3956.5	5052.5	1952.0
K02389	2128.0	1393.0	2487.5	2125.0	242.0	3403.0	2037.0	1413.9	1408.5	2170.5	2885.75	2389.5	2354.5	1600.5	1378.0	939.0	2498.5	1393.0	2212.0	4183.0	3619.2	4414.5	2624.5	1932.5	1343.5	2961.0	4152.0	2287.5	4779.5	1362.5	2299.0	2020.5	1803.0	3275.5	2930.25	3956.5	4845.5	1952.0
